sample_name,abdominal,caudal,img_name,crosses,plates,wells,split
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCD2_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCD2,13,18,PLATE 1 F2 VC_Female 95-1 F14 x Male 72-1 F14_D02.tif,95-1_Female_x_72-1_Male,plate1,D2,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCD6_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCD6,12,19,PLATE 1 F2 VC_Female 95-1 F14 x Male 72-1 F14_D06.tif,95-1_Female_x_72-1_Male,plate1,D6,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCD7_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCD7,12,18,PLATE 1 F2 VC_Female 95-1 F14 x Male 72-1 F14_D07.tif,95-1_Female_x_72-1_Male,plate1,D7,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCD9_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCD9,12,18,PLATE 1 F2 VC_Female 95-1 F14 x Male 72-1 F14_D09.tif,95-1_Female_x_72-1_Male,plate1,D9,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCE1_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCE1,12,18,PLATE 1 F2 VC_Female 95-1 F14 x Male 72-1 F14_E01.tif,95-1_Female_x_72-1_Male,plate1,E1,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCE10_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCE10,12,19,PLATE 1 F2 VC_Female 95-1 F14 x Male 129-1 F14_E10.tif,95-1_Female_x_129-1_Male,plate1,E10,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCE11_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCE11,12,19,PLATE 1 F2 VC_Female 95-1 F14 x Male 129-1 F14_E11.tif,95-1_Female_x_129-1_Male,plate1,E11,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCE2_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCE2,12,19,PLATE 1 F2 VC_Female 95-1 F14 x Male 72-1 F14_E02.tif,95-1_Female_x_72-1_Male,plate1,E2,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCE4_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCE4,12,18,PLATE 1 F2 VC_Female 95-1 F14 x Male 129-1 F14_E04.tif,95-1_Female_x_129-1_Male,plate1,E4,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCE5_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCE5,12,18,PLATE 1 F2 VC_Female 95-1 F14 x Male 129-1 F14_E5.tif,95-1_Female_x_129-1_Male,plate1,E5,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCE7_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCE7,12,18,PLATE 1 F2 VC_Female 95-1 F14 x Male 129-1 F14_E7.tif,95-1_Female_x_129-1_Male,plate1,E7,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCE9_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCE9,12,18,PLATE 1 F2 VC_Female 95-1 F14 x Male 129-1 F14_E9.tif,95-1_Female_x_129-1_Male,plate1,E9,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCF2_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCF2,12,18,PLATE 1 F2 VC_Female 95-1 F14 x Male 129-1 F14_F2.tif,95-1_Female_x_129-1_Male,plate1,F2,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCF4_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCF4,12,19,PLATE 1 F2 VC_Female 95-1 F14 x Male 129-1 F14_F4.tif,95-1_Female_x_129-1_Male,plate1,F4,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCF6_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCF6,13,18,PLATE 1 F2 VC_Female 95-1 F14 x Male 129-1 F14_F6.tif,95-1_Female_x_129-1_Male,plate1,F6,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCF7_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCF7,12,18,PLATE 1 F2 VC_Female 95-1 F14 x Male 129-1 F14_F7.tif,95-1_Female_x_129-1_Male,plate1,F7,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCF9_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCF9,12,19,PLATE 1 F2 VC_Female 95-1 F14 x Male 129-1 F14_F9.tif,95-1_Female_x_129-1_Male,plate1,F9,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCG4_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCG4,12,18,PLATE 1 F2 VC_Female 95-1 F14 x Male 129-1 F14_G4.tif,95-1_Female_x_129-1_Male,plate1,G4,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCG6_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCG6,12,18,PLATE 1 F2 VC_Female 95-1 F14 x Male 129-1 F14_G6.tif,95-1_Female_x_129-1_Male,plate1,G6,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCG7_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCG7,12,18,PLATE 1 F2 VC_Female 95-1 F14 x Male 129-1 F14_G7.tif,95-1_Female_x_129-1_Male,plate1,G7,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCG9_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCG9,12,18,PLATE 1 F2 VC_Female 95-1 F14 x Male 129-1 F14_G9.tif,95-1_Female_x_129-1_Male,plate1,G9,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCH2_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCH2,12,19,PLATE 1 F2 VC_Female 95-1 F14 x Male 129-1 F14_H2.tif,95-1_Female_x_129-1_Male,plate1,H2,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCH4_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCH4,12,19,PLATE 1 F2 VC_Female 95-1 F14 x Male 129-1 F14_H4.tif,95-1_Female_x_129-1_Male,plate1,H4,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCH5_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCH5,12,19,PLATE 1 F2 VC_Female 95-1 F14 x Male 129-1 F14_H5.tif,95-1_Female_x_129-1_Male,plate1,H5,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCH6_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCH6,12,18,PLATE 1 F2 VC_Female 95-1 F14 x Male 129-1 F14_H6.tif,95-1_Female_x_129-1_Male,plate1,H6,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCH7_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate1F2VCH7,12,19,PLATE 1 F2 VC_Female 95-1 F14 x Male 129-1 F14_H7.tif,95-1_Female_x_129-1_Male,plate1,H7,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCA10_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCA10,12,17,PLATE 2 F2 VC_Male 95-1 F14 x Female 129-1 F14_A10.tif,95-1_Male_x_129-1_Female,plate2,A10,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCA4_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCA4,13,17,PLATE 2 F2 VC_Male 95-1 F14 x Female 129-1 F14_A4.tif,95-1_Male_x_129-1_Female,plate2,A4,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCA5_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCA5,13,17,PLATE 2 F2 VC_Male 95-1 F14 x Female 129-1 F14_A5.tif,95-1_Male_x_129-1_Female,plate2,A5,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCA7_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCA7,13,17,PLATE 2 F2 VC_Male 95-1 F14 x Female 129-1 F14_A7.tif,95-1_Male_x_129-1_Female,plate2,A7,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCA8_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCA8,13,17,PLATE 2 F2 VC_Male 95-1 F14 x Female 129-1 F14_A8.tif,95-1_Male_x_129-1_Female,plate2,A8,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCA9_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCA9,13,17,PLATE 2 F2 VC_Male 95-1 F14 x Female 129-1 F14_A9.tif,95-1_Male_x_129-1_Female,plate2,A9,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCB1_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCB1,13,18,PLATE 2 F2 VC_Male 95-1 F14 x Female 129-1 F14_B1.tif,95-1_Male_x_129-1_Female,plate2,B1,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCB11_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCB11,13,17,PLATE 2 F2 VC_Male 95-1 F14 x Female 129-1 F14_B11.tif,95-1_Male_x_129-1_Female,plate2,B11,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCB2_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCB2,12,18,PLATE 2 F2 VC_Male 95-1 F14 x Female 129-1 F14_B2.tif,95-1_Male_x_129-1_Female,plate2,B2,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCB3_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCB3,12,16,PLATE 2 F2 VC_Male 95-1 F14 x Female 129-1 F14_B3.tif,95-1_Male_x_129-1_Female,plate2,B3,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCB6_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCB6,13,18,PLATE 2 F2 VC_Male 95-1 F14 x Female 129-1 F14_B6.tif,95-1_Male_x_129-1_Female,plate2,B6,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCB7_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCB7,13,18,PLATE 2 F2 VC_Male 95-1 F14 x Female 129-1 F14_B7.tif,95-1_Male_x_129-1_Female,plate2,B7,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCC10_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCC10,13,17,PLATE 2 F2 VC_Male 95-1 F14 x Female 129-1 F14_C10.tif,95-1_Male_x_129-1_Female,plate2,C10,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCC11_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCC11,13,16,PLATE 2 F2 VC_Male 95-1 F14 x Female 129-1 F14_C11.tif,95-1_Male_x_129-1_Female,plate2,C11,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCC12_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCC12,13,18,PLATE 2 F2 VC_Male 95-1 F14 x Female 129-1 F14_C12.tif,95-1_Male_x_129-1_Female,plate2,C12,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCC3_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCC3,13,17,PLATE 2 F2 VC_Male 95-1 F14 x Female 129-1 F14_C3.tif,95-1_Male_x_129-1_Female,plate2,C3,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCC7_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCC7,13,18,PLATE 2 F2 VC_Male 95-1 F14 x Female 129-1 F14_C7.tif,95-1_Male_x_129-1_Female,plate2,C7,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCD1_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCD1,13,17,PLATE 2 F2 VC_Male 95-1 F14 x Female 129-1 F14_D1.tif,95-1_Male_x_129-1_Female,plate2,D1,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCD10_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCD10,13,16,PLATE 2 F2 VC_Female 95-1 F14 x Male 129-1 F14_D10.tif,95-1_Female_x_129-1_Male,plate2,D10,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCD11_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCD11,13,16,PLATE 2 F2 VC_Female 95-1 F14 x Male 129-1 F14_D11.tif,95-1_Female_x_129-1_Male,plate2,D11,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCD3_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCD3,13,17,PLATE 2 F2 VC_Male 95-1 F14 x Female 129-1 F14_D3.tif,95-1_Male_x_129-1_Female,plate2,D3,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCD5_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCD5,13,17,PLATE 2 F2 VC_Male 95-1 F14 x Female 129-1 F14_D5.tif,95-1_Male_x_129-1_Female,plate2,D5,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCE1_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCE1,13,18,PLATE 2 F2 VC_Female 95-1 F14 x Male 129-1 F14_E1.tif,95-1_Female_x_129-1_Male,plate2,E1,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCE10_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCE10,13,17,PLATE 2 F2 VC_Female 95-1 F14 x Male 129-1 F14_E10.tif,95-1_Female_x_129-1_Male,plate2,E10,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCE12_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCE12,13,17,PLATE 2 F2 VC_Female 95-1 F14 x Male 129-1 F14_E12.tif,95-1_Female_x_129-1_Male,plate2,E12,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCE2_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCE2,13,16,PLATE 2 F2 VC_Female 95-1 F14 x Male 129-1 F14_E2.tif,95-1_Female_x_129-1_Male,plate2,E2,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCE3_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCE3,13,17,PLATE 2 F2 VC_Female 95-1 F14 x Male 129-1 F14_E3.tif,95-1_Female_x_129-1_Male,plate2,E3,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCE4_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCE4,13,16,PLATE 2 F2 VC_Female 95-1 F14 x Male 129-1 F14_E4.tif,95-1_Female_x_129-1_Male,plate2,E4,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCE5_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCE5,12,18,PLATE 2 F2 VC_Female 95-1 F14 x Male 129-1 F14_E5.tif,95-1_Female_x_129-1_Male,plate2,E5,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCE7_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCE7,13,17,PLATE 2 F2 VC_Female 95-1 F14 x Male 129-1 F14_E7.tif,95-1_Female_x_129-1_Male,plate2,E7,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCE8_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCE8,13,16,PLATE 2 F2 VC_Female 95-1 F14 x Male 129-1 F14_E8.tif,95-1_Female_x_129-1_Male,plate2,E8,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCE9_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCE9,13,16,PLATE 2 F2 VC_Female 95-1 F14 x Male 129-1 F14_E9.tif,95-1_Female_x_129-1_Male,plate2,E9,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCF10_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCF10,13,17,PLATE 2 F2 VC_Female 95-1 F14 x Male 129-1 F14_F10.tif,95-1_Female_x_129-1_Male,plate2,F10,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCF11_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCF11,13,17,PLATE 2 F2 VC_Female 95-1 F14 x Male 129-1 F14_F11.tif,95-1_Female_x_129-1_Male,plate2,F11,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCF4_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCF4,13,18,PLATE 2 F2 VC_Female 95-1 F14 x Male 129-1 F14_F4.tif,95-1_Female_x_129-1_Male,plate2,F4,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCF7_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCF7,13,17,PLATE 2 F2 VC_Female 95-1 F14 x Male 129-1 F14_F7.tif,95-1_Female_x_129-1_Male,plate2,F7,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCF8_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCF8,13,17,PLATE 2 F2 VC_Female 95-1 F14 x Male 129-1 F14_F8.tif,95-1_Female_x_129-1_Male,plate2,F8,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCG10_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCG10,13,17,PLATE 2 F2 VC_Female 95-1 F14 x Male 129-1 F14_G10.tif,95-1_Female_x_129-1_Male,plate2,G10,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCG11_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCG11,13,17,PLATE 2 F2 VC_Female 95-1 F14 x Male 129-1 F14_G11.tif,95-1_Female_x_129-1_Male,plate2,G11,train
AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCG3_AAAVWMLHV_Pool1-4F2_VC_22s004612-1-1_Loosli_lane1Plate2F2VCG3,13,17,PLATE 2 F2 VC_Female 95-1 F14 x Male 129-1 F14_G3.tif,95-1_Female_x_129-1_Male,plate2,G3,train
